MDCCCCXXXII,MCMXXXII,1932,1932,MCMXXXII
MMCXXVII,MMCXXVII,2127,2127,MMCXXVII
DCCCXXX,DCCCXXX,830,830,DCCCXXX
CCLXIX,CCLXIX,269,269,CCLXIX
MMMXI,MMMXI,3011,3011,MMMXI
MMMMCMLXXXXVIII,MMMMCMXCVIII,4998,4998,MMMMCMXCVIII
MMMMDLXXXVII,MMMMDLXXXVII,4587,4587,MMMMDLXXXVII
MMMMDCCCLX,MMMMDCCCLX,4860,4860,MMMMDCCCLX
MMCCLIV,MMCCLIV,2254,2254,MMCCLIV
CMIX,CMIX,909,909,CMIX
MMDCCCLXXXIIII,MMDCCCLXXXIV,2884,2884,MMDCCCLXXXIV
CLXXXII,CLXXXII,182,182,CLXXXII
MMCCCCXXXXV,MMCDXLV,2445,2445,MMCDXLV
MMMMDLXXXVIIII,MMMMDLXXXIX,4589,4589,MMMMDLXXXIX
MMMDCCCXXI,MMMDCCCXXI,3821,3821,MMMDCCCXXI
MMDCCCCLXXVI,MMCMLXXVI,2976,2976,MMCMLXXVI
MCCCCLXX,MCDLXX,1470,1470,MCDLXX
MMCDLVIIII,MMCDLIX,2459,2459,MMCDLIX
MMMDCCCLIX,MMMDCCCLIX,3859,3859,MMMDCCCLIX
MMMMCCCCXIX,MMMMCDXIX,4419,4419,MMMMCDXIX
MMMDCCCLXXV,MMMDCCCLXXV,3875,3875,MMMDCCCLXXV
XXXI,XXXI,31,31,XXXI
CDLXXXIII,CDLXXXIII,483,483,CDLXXXIII
MMMCXV,MMMCXV,3115,3115,MMMCXV
MMDCCLXIII,MMDCCLXIII,2763,2763,MMDCCLXIII
MMDXXX,MMDXXX,2530,2530,MMDXXX
MMMMCCCLVII,MMMMCCCLVII,4357,4357,MMMMCCCLVII
MMMDCI,MMMDCI,3601,3601,MMMDCI
MMMMCDLXXXIIII,MMMMCDLXXXIV,4484,4484,MMMMCDLXXXIV
MMMMCCCXVI,MMMMCCCXVI,4316,4316,MMMMCCCXVI
CCCLXXXVIII,CCCLXXXVIII,388,388,CCCLXXXVIII
MMMMCML,MMMMCML,4950,4950,MMMMCML
MMMMXXIV,MMMMXXIV,4024,4024,MMMMXXIV
MMMCCCCXXX,MMMCDXXX,3430,3430,MMMCDXXX
DCCX,DCCX,710,710,DCCX
MMMCCLX,MMMCCLX,3260,3260,MMMCCLX
MMDXXXIII,MMDXXXIII,2533,2533,MMDXXXIII
CCCLXIII,CCCLXIII,363,363,CCCLXIII
MMDCCXIII,MMDCCXIII,2713,2713,MMDCCXIII
MMMCCCXLIV,MMMCCCXLIV,3344,3344,MMMCCCXLIV
CLXXXXI,CXCI,191,191,CXCI
CXVI,CXVI,116,116,CXVI
MMMMCXXXIII,MMMMCXXXIII,4133,4133,MMMMCXXXIII
CLXX,CLXX,170,170,CLXX
DCCCXVIII,DCCCXVIII,818,818,DCCCXVIII
MLXVII,MLXVII,1067,1067,MLXVII
DLXXXX,DXC,590,590,DXC
MMDXXI,MMDXXI,2521,2521,MMDXXI
MMMMDLXXXXVIII,MMMMDXCVIII,4598,4598,MMMMDXCVIII
MXXII,MXXII,1022,1022,MXXII
LXI,LXI,61,61,LXI
DCCCCXLIII,CMXLIII,943,943,CMXLIII
MMMMDV,MMMMDV,4505,4505,MMMMDV
MMMMXXXIV,MMMMXXXIV,4034,4034,MMMMXXXIV
MDCCCLVIII,MDCCCLVIII,1858,1858,MDCCCLVIII
MMMCCLXXII,MMMCCLXXII,3272,3272,MMMCCLXXII
MMMMDCCXXXVI,MMMMDCCXXXVI,4736,4736,MMMMDCCXXXVI
MMMMLXXXIX,MMMMLXXXIX,4089,4089,MMMMLXXXIX
MDCCCLXXXI,MDCCCLXXXI,1881,1881,MDCCCLXXXI
MMMMDCCCXV,MMMMDCCCXV,4815,4815,MMMMDCCCXV
MMMMCCCCXI,MMMMCDXI,4411,4411,MMMMCDXI
MMMMCCCLIII,MMMMCCCLIII,4353,4353,MMMMCCCLIII
MDCCCLXXI,MDCCCLXXI,1871,1871,MDCCCLXXI
MMCCCCXI,MMCDXI,2411,2411,MMCDXI
MLXV,MLXV,1065,1065,MLXV
MMCDLXII,MMCDLXII,2462,2462,MMCDLXII
MMMMDXXXXII,MMMMDXLII,4542,4542,MMMMDXLII
MMMMDCCCXL,MMMMDCCCXL,4840,4840,MMMMDCCCXL
MMMMCMLVI,MMMMCMLVI,4956,4956,MMMMCMLVI
CCLXXXIV,CCLXXXIV,284,284,CCLXXXIV
MMMDCCLXXXVI,MMMDCCLXXXVI,3786,3786,MMMDCCLXXXVI
MMCLII,MMCLII,2152,2152,MMCLII
MMMCCCCXV,MMMCDXV,3415,3415,MMMCDXV
MMLXXXIII,MMLXXXIII,2083,2083,MMLXXXIII
MMMV,MMMV,3005,3005,MMMV
MMMV,MMMV,3005,3005,MMMV
DCCLXII,DCCLXII,762,762,DCCLXII
MMDCCCCXVI,MMCMXVI,2916,2916,MMCMXVI
MMDCXLVIII,MMDCXLVIII,2648,2648,MMDCXLVIII
CCLIIII,CCLIV,254,254,CCLIV
CCCXXV,CCCXXV,325,325,CCCXXV
MMDCCLXXXVIIII,MMDCCLXXXIX,2789,2789,MMDCCLXXXIX
MMMMDCLXXVIII,MMMMDCLXXVIII,4678,4678,MMMMDCLXXVIII
MMMMDCCCXCI,MMMMDCCCXCI,4891,4891,MMMMDCCCXCI
MMMMCCCXX,MMMMCCCXX,4320,4320,MMMMCCCXX
MMCCXLV,MMCCXLV,2245,2245,MMCCXLV
MMMDCCCLXIX,MMMDCCCLXIX,3869,3869,MMMDCCCLXIX
MMCCLXIIII,MMCCLXIV,2264,2264,MMCCLXIV
MMMDCCCXLIX,MMMDCCCXLIX,3849,3849,MMMDCCCXLIX
MMMMCCCLXIX,MMMMCCCLXIX,4369,4369,MMMMCCCLXIX
CMLXXXXI,CMXCI,991,991,CMXCI
MCMLXXXIX,MCMLXXXIX,1989,1989,MCMLXXXIX
MMCDLXI,MMCDLXI,2461,2461,MMCDLXI
MMDCLXXVIII,MMDCLXXVIII,2678,2678,MMDCLXXVIII
MMMMDCCLXI,MMMMDCCLXI,4761,4761,MMMMDCCLXI
MCDXXV,MCDXXV,1425,1425,MCDXXV
DL,DL,550,550,DL
CCCLXXII,CCCLXXII,372,372,CCCLXXII
MXVIIII,MXIX,1019,1019,MXIX
MCCCCLXVIII,MCDLXVIII,1468,1468,MCDLXVIII
CIII,CIII,103,103,CIII
MMMDCCLXXIIII,MMMDCCLXXIV,3774,3774,MMMDCCLXXIV
MMMDVIII,MMMDVIII,3508,3508,MMMDVIII
MMMMCCCLXXXXVII,MMMMCCCXCVII,4397,4397,MMMMCCCXCVII
MMDXXVII,MMDXXVII,2527,2527,MMDXXVII
MMDCCLXXXXV,MMDCCXCV,2795,2795,MMDCCXCV
MMMMCXLVI,MMMMCXLVI,4146,4146,MMMMCXLVI
MMMDCCLXXXII,MMMDCCLXXXII,3782,3782,MMMDCCLXXXII
MMMDXXXVI,MMMDXXXVI,3536,3536,MMMDXXXVI
MCXXII,MCXXII,1122,1122,MCXXII
CLI,CLI,151,151,CLI
DCLXXXIX,DCLXXXIX,689,689,DCLXXXIX
MMMCLI,MMMCLI,3151,3151,MMMCLI
MDCLXIII,MDCLXIII,1663,1663,MDCLXIII
MMMMDCCXCVII,MMMMDCCXCVII,4797,4797,MMMMDCCXCVII
MMCCCLXXXV,MMCCCLXXXV,2385,2385,MMCCCLXXXV
MMMDCXXVIII,MMMDCXXVIII,3628,3628,MMMDCXXVIII
MMMCDLX,MMMCDLX,3460,3460,MMMCDLX
MMMCMLII,MMMCMLII,3952,3952,MMMCMLII
MMMIV,MMMIV,3004,3004,MMMIV
MMMMDCCCLVIII,MMMMDCCCLVIII,4858,4858,MMMMDCCCLVIII
MMMDLXXXVIII,MMMDLXXXVIII,3588,3588,MMMDLXXXVIII
MCXXIV,MCXXIV,1124,1124,MCXXIV
MMMMLXXVI,MMMMLXXVI,4076,4076,MMMMLXXVI
CLXXIX,CLXXIX,179,179,CLXXIX
MMMCCCCXXVIIII,MMMCDXXIX,3429,3429,MMMCDXXIX
DCCLXXXV,DCCLXXXV,785,785,DCCLXXXV
MMMDCCCVI,MMMDCCCVI,3806,3806,MMMDCCCVI
LI,LI,51,51,LI
CLXXXVI,CLXXXVI,186,186,CLXXXVI
MMMMCCCLXXVI,MMMMCCCLXXVI,4376,4376,MMMMCCCLXXVI
MCCCLXVI,MCCCLXVI,1366,1366,MCCCLXVI
CCXXXIX,CCXXXIX,239,239,CCXXXIX
MMDXXXXI,MMDXLI,2541,2541,MMDXLI
MMDCCCXLI,MMDCCCXLI,2841,2841,MMDCCCXLI
DCCCLXXXVIII,DCCCLXXXVIII,888,888,DCCCLXXXVIII
MMMMDCCCIV,MMMMDCCCIV,4804,4804,MMMMDCCCIV
MDCCCCXV,MCMXV,1915,1915,MCMXV
MMCMVI,MMCMVI,2906,2906,MMCMVI
MMMMCMLXXXXV,MMMMCMXCV,4995,4995,MMMMCMXCV
MMDCCLVI,MMDCCLVI,2756,2756,MMDCCLVI
MMMMCCXLVIII,MMMMCCXLVIII,4248,4248,MMMMCCXLVIII
DCCCCIIII,CMIV,904,904,CMIV
MMCCCCIII,MMCDIII,2403,2403,MMCDIII
MMMDCCLXXXVIIII,MMMDCCLXXXIX,3789,3789,MMMDCCLXXXIX
MDCCCLXXXXV,MDCCCXCV,1895,1895,MDCCCXCV
DVII,DVII,507,507,DVII
MMMV,MMMV,3005,3005,MMMV
DCXXV,DCXXV,625,625,DCXXV
MMDCCCXCV,MMDCCCXCV,2895,2895,MMDCCCXCV
DCVIII,DCVIII,608,608,DCVIII
MMCDLXVI,MMCDLXVI,2466,2466,MMCDLXVI
MCXXVIII,MCXXVIII,1128,1128,MCXXVIII
MDCCXCVIII,MDCCXCVIII,1798,1798,MDCCXCVIII
MMDCLX,MMDCLX,2660,2660,MMDCLX
MMMDCCLXIV,MMMDCCLXIV,3764,3764,MMMDCCLXIV
MMCDLXXVII,MMCDLXXVII,2477,2477,MMCDLXXVII
MMDLXXXIIII,MMDLXXXIV,2584,2584,MMDLXXXIV
MMMMCCCXXII,MMMMCCCXXII,4322,4322,MMMMCCCXXII
MMMDCCCXLIIII,MMMDCCCXLIV,3844,3844,MMMDCCCXLIV
DCCCCLXVII,CMLXVII,967,967,CMLXVII
MMMCLXXXXIII,MMMCXCIII,3193,3193,MMMCXCIII
MCCXV,MCCXV,1215,1215,MCCXV
MMMMDCXI,MMMMDCXI,4611,4611,MMMMDCXI
MMMMDCLXXXXV,MMMMDCXCV,4695,4695,MMMMDCXCV
MMMCCCLII,MMMCCCLII,3352,3352,MMMCCCLII
MMCMIX,MMCMIX,2909,2909,MMCMIX
MMDCCXXV,MMDCCXXV,2725,2725,MMDCCXXV
MMDLXXXVI,MMDLXXXVI,2586,2586,MMDLXXXVI
MMMMDCXXVIIII,MMMMDCXXIX,4629,4629,MMMMDCXXIX
DCCCCXXXVIIII,CMXXXIX,939,939,CMXXXIX
MMCCXXXIIII,MMCCXXXIV,2234,2234,MMCCXXXIV
MMDCCLXXVIII,MMDCCLXXVIII,2778,2778,MMDCCLXXVIII
MDCCLXVIIII,MDCCLXIX,1769,1769,MDCCLXIX
MMCCLXXXV,MMCCLXXXV,2285,2285,MMCCLXXXV
MMMMDCCCLXXXVIII,MMMMDCCCLXXXVIII,4888,4888,MMMMDCCCLXXXVIII
MMCMXCI,MMCMXCI,2991,2991,MMCMXCI
MDXLII,MDXLII,1542,1542,MDXLII
MMMMDCCXIV,MMMMDCCXIV,4714,4714,MMMMDCCXIV
MMMMLI,MMMMLI,4051,4051,MMMMLI
DXXXXIII,DXLIII,543,543,DXLIII
MMDCCXI,MMDCCXI,2711,2711,MMDCCXI
MMMMCCLXXXIII,MMMMCCLXXXIII,4283,4283,MMMMCCLXXXIII
MMMDCCCLXXIII,MMMDCCCLXXIII,3873,3873,MMMDCCCLXXIII
MDCLVII,MDCLVII,1657,1657,MDCLVII
MMCD,MMCD,2400,2400,MMCD
MCCCXXVII,MCCCXXVII,1327,1327,MCCCXXVII
MMMMDCCIIII,MMMMDCCIV,4704,4704,MMMMDCCIV
MMMDCCXLVI,MMMDCCXLVI,3746,3746,MMMDCCXLVI
MMMCLXXXVII,MMMCLXXXVII,3187,3187,MMMCLXXXVII
MMMCCVIIII,MMMCCIX,3209,3209,MMMCCIX
MCCCCLXXIX,MCDLXXIX,1479,1479,MCDLXXIX
DL,DL,550,550,DL
DCCCLXXVI,DCCCLXXVI,876,876,DCCCLXXVI
MMDXCI,MMDXCI,2591,2591,MMDXCI
MMMMDCCCCXXXVI,MMMMCMXXXVI,4936,4936,MMMMCMXXXVI
MMCII,MMCII,2102,2102,MMCII
MMMDCCCXXXXV,MMMDCCCXLV,3845,3845,MMMDCCCXLV
MMMCDXLV,MMMCDXLV,3445,3445,MMMCDXLV
MMDCXXXXIV,MMDCXLIV,2644,2644,MMDCXLIV
MMD,MMD,2500,2500,MMD
MDCCCLXXXX,MDCCCXC,1890,1890,MDCCCXC
MMDCXLIII,MMDCXLIII,2643,2643,MMDCXLIII
MMCCXXXII,MMCCXXXII,2232,2232,MMCCXXXII
MMDCXXXXVIIII,MMDCXLIX,2649,2649,MMDCXLIX
DCCCLXXI,DCCCLXXI,871,871,DCCCLXXI
MDXCVIIII,MDXCIX,1599,1599,MDXCIX
MMMMCCLXXVIII,MMMMCCLXXVIII,4278,4278,MMMMCCLXXVIII
MDCLVIIII,MDCLIX,1659,1659,MDCLIX
MMMCCCLXXXIX,MMMCCCLXXXIX,3389,3389,MMMCCCLXXXIX
MDCLXXXV,MDCLXXXV,1685,1685,MDCLXXXV
MDLVIII,MDLVIII,1558,1558,MDLVIII
MMMMCCVII,MMMMCCVII,4207,4207,MMMMCCVII
MMMMDCXIV,MMMMDCXIV,4614,4614,MMMMDCXIV
MMMCCCLXIIII,MMMCCCLXIV,3364,3364,MMMCCCLXIV
MMIIII,MMIV,2004,2004,MMIV
MMMMCCCLXXIII,MMMMCCCLXXIII,4373,4373,MMMMCCCLXXIII
CCIII,CCIII,203,203,CCIII
MMMCCLV,MMMCCLV,3255,3255,MMMCCLV
MMMDXIII,MMMDXIII,3513,3513,MMMDXIII
MMMCCCXC,MMMCCCXC,3390,3390,MMMCCCXC
MMMDCCCXXI,MMMDCCCXXI,3821,3821,MMMDCCCXXI
MMMMCCCCXXXII,MMMMCDXXXII,4432,4432,MMMMCDXXXII
CCCLVI,CCCLVI,356,356,CCCLVI
MMMCCCLXXXVI,MMMCCCLXXXVI,3386,3386,MMMCCCLXXXVI
MXVIIII,MXIX,1019,1019,MXIX
MMMCCCCXIIII,MMMCDXIV,3414,3414,MMMCDXIV
CLXVII,CLXVII,167,167,CLXVII
MMMCCLXX,MMMCCLXX,3270,3270,MMMCCLXX
CCCCLXIV,CDLXIV,464,464,CDLXIV
MMXXXXII,MMXLII,2042,2042,MMXLII
MMMMCCLXXXX,MMMMCCXC,4290,4290,MMMMCCXC
MXL,MXL,1040,1040,MXL
CCXVI,CCXVI,216,216,CCXVI
CCCCLVIIII,CDLIX,459,459,CDLIX
MMCCCII,MMCCCII,2302,2302,MMCCCII
MCCCLVIII,MCCCLVIII,1358,1358,MCCCLVIII
MMMMCCCX,MMMMCCCX,4310,4310,MMMMCCCX
MCDLXXXXIV,MCDXCIV,1494,1494,MCDXCIV
MDCCCXIII,MDCCCXIII,1813,1813,MDCCCXIII
MMDCCCXL,MMDCCCXL,2840,2840,MMDCCCXL
MMMMCCCXXIII,MMMMCCCXXIII,4323,4323,MMMMCCCXXIII
DXXXIV,DXXXIV,534,534,DXXXIV
CVI,CVI,106,106,CVI
MMMMDCLXXX,MMMMDCLXXX,4680,4680,MMMMDCLXXX
DCCCVII,DCCCVII,807,807,DCCCVII
MMCMLXIIII,MMCMLXIV,2964,2964,MMCMLXIV
MMMDCCCXXXIII,MMMDCCCXXXIII,3833,3833,MMMDCCCXXXIII
DCCC,DCCC,800,800,DCCC
MDIII,MDIII,1503,1503,MDIII
MMCCCLXVI,MMCCCLXVI,2366,2366,MMCCCLXVI
MMMCCCCLXXI,MMMCDLXXI,3471,3471,MMMCDLXXI
MMDCCCCXVIII,MMCMXVIII,2918,2918,MMCMXVIII
CCXXXVII,CCXXXVII,237,237,CCXXXVII
CCCXXV,CCCXXV,325,325,CCCXXV
MDCCCXII,MDCCCXII,1812,1812,MDCCCXII
MMMCMV,MMMCMV,3905,3905,MMMCMV
MMMMCMXV,MMMMCMXV,4915,4915,MMMMCMXV
MMMMDCXCI,MMMMDCXCI,4691,4691,MMMMDCXCI
DXXI,DXXI,521,521,DXXI
MMCCXLVIIII,MMCCXLIX,2249,2249,MMCCXLIX
MMMMCMLII,MMMMCMLII,4952,4952,MMMMCMLII
MDLXXX,MDLXXX,1580,1580,MDLXXX
MMDCLXVI,MMDCLXVI,2666,2666,MMDCLXVI
CXXI,CXXI,121,121,CXXI
MMMDCCCLIIII,MMMDCCCLIV,3854,3854,MMMDCCCLIV
MMMCXXI,MMMCXXI,3121,3121,MMMCXXI
MCCIII,MCCIII,1203,1203,MCCIII
MMDCXXXXI,MMDCXLI,2641,2641,MMDCXLI
CCXCII,CCXCII,292,292,CCXCII
MMMMDXXXV,MMMMDXXXV,4535,4535,MMMMDXXXV
MMMCCCLXV,MMMCCCLXV,3365,3365,MMMCCCLXV
MMMMDLXV,MMMMDLXV,4565,4565,MMMMDLXV
MMMCCCCXXXII,MMMCDXXXII,3432,3432,MMMCDXXXII
MMMCCCVIII,MMMCCCVIII,3308,3308,MMMCCCVIII
DCCCCLXXXXII,CMXCII,992,992,CMXCII
MMCLXIV,MMCLXIV,2164,2164,MMCLXIV
MMMMCXI,MMMMCXI,4111,4111,MMMMCXI
MLXXXXVII,MXCVII,1097,1097,MXCVII
MMMCDXXXVIII,MMMCDXXXVIII,3438,3438,MMMCDXXXVIII
MDXXII,MDXXII,1522,1522,MDXXII
MLV,MLV,1055,1055,MLV
MMMMDLXVI,MMMMDLXVI,4566,4566,MMMMDLXVI
MMMCXII,MMMCXII,3112,3112,MMMCXII
XXXIII,XXXIII,33,33,XXXIII
MMMMDCCCXXVI,MMMMDCCCXXVI,4826,4826,MMMMDCCCXXVI
MMMLXVIIII,MMMLXIX,3069,3069,MMMLXIX
MMMLX,MMMLX,3060,3060,MMMLX
MMMCDLXVII,MMMCDLXVII,3467,3467,MMMCDLXVII
MDCCCLVII,MDCCCLVII,1857,1857,MDCCCLVII
MMCXXXVII,MMCXXXVII,2137,2137,MMCXXXVII
MDCCCCXXX,MCMXXX,1930,1930,MCMXXX
MMDCCCLXIII,MMDCCCLXIII,2863,2863,MMDCCCLXIII
MMMMDCXLIX,MMMMDCXLIX,4649,4649,MMMMDCXLIX
MMMMCMXLVIII,MMMMCMXLVIII,4948,4948,MMMMCMXLVIII
DCCCLXXVIIII,DCCCLXXIX,879,879,DCCCLXXIX
MDCCCLIII,MDCCCLIII,1853,1853,MDCCCLIII
MMMCMLXI,MMMCMLXI,3961,3961,MMMCMLXI
MMMMCCLXI,MMMMCCLXI,4261,4261,MMMMCCLXI
MMDCCCLIII,MMDCCCLIII,2853,2853,MMDCCCLIII
MMMDCCCVI,MMMDCCCVI,3806,3806,MMMDCCCVI
MMDXXXXIX,MMDXLIX,2549,2549,MMDXLIX
MMCLXXXXV,MMCXCV,2195,2195,MMCXCV
MMDXXX,MMDXXX,2530,2530,MMDXXX
MMMXIII,MMMXIII,3013,3013,MMMXIII
DCLXXIX,DCLXXIX,679,679,DCLXXIX
DCCLXII,DCCLXII,762,762,DCCLXII
MMMMDCCLXVIII,MMMMDCCLXVIII,4768,4768,MMMMDCCLXVIII
MDCCXXXXIII,MDCCXLIII,1743,1743,MDCCXLIII
CCXXXII,CCXXXII,232,232,CCXXXII
MMMMDCXXV,MMMMDCXXV,4625,4625,MMMMDCXXV
MMMCCCXXVIII,MMMCCCXXVIII,3328,3328,MMMCCCXXVIII
MDCVIII,MDCVIII,1608,1608,MDCVIII
MMMCLXXXXIIII,MMMCXCIV,3194,3194,MMMCXCIV
CLXXXI,CLXXXI,181,181,CLXXXI
MDCCCCXXXIII,MCMXXXIII,1933,1933,MCMXXXIII
MMMMDCXXX,MMMMDCXXX,4630,4630,MMMMDCXXX
MMMDCXXIV,MMMDCXXIV,3624,3624,MMMDCXXIV
MMMCCXXXVII,MMMCCXXXVII,3237,3237,MMMCCXXXVII
MCCCXXXXIIII,MCCCXLIV,1344,1344,MCCCXLIV
CXVIII,CXVIII,118,118,CXVIII
MMDCCCCIV,MMCMIV,2904,2904,MMCMIV
MMMMCDLXXV,MMMMCDLXXV,4475,4475,MMMMCDLXXV
MMMDLXIV,MMMDLXIV,3564,3564,MMMDLXIV
MDXCIII,MDXCIII,1593,1593,MDXCIII
MCCLXXXI,MCCLXXXI,1281,1281,MCCLXXXI
MMMDCCCXXIV,MMMDCCCXXIV,3824,3824,MMMDCCCXXIV
MCXLIII,MCXLIII,1143,1143,MCXLIII
MMMDCCCI,MMMDCCCI,3801,3801,MMMDCCCI
MCCLXXX,MCCLXXX,1280,1280,MCCLXXX
CCXV,CCXV,215,215,CCXV
MMDCCLXXI,MMDCCLXXI,2771,2771,MMDCCLXXI
MMDLXXXIII,MMDLXXXIII,2583,2583,MMDLXXXIII
MMMMDCXVII,MMMMDCXVII,4617,4617,MMMMDCXVII
MMMCMLXV,MMMCMLXV,3965,3965,MMMCMLXV
MCLXVIII,MCLXVIII,1168,1168,MCLXVIII
MMMMCCLXXVI,MMMMCCLXXVI,4276,4276,MMMMCCLXXVI
MMMDCCLXVIIII,MMMDCCLXIX,3769,3769,MMMDCCLXIX
MMMMDCCCIX,MMMMDCCCIX,4809,4809,MMMMDCCCIX
DLXXXXIX,DXCIX,599,599,DXCIX
DCCCXXII,DCCCXXII,822,822,DCCCXXII
MMMMIII,MMMMIII,4003,4003,MMMMIII
MMMMCCCLXXVI,MMMMCCCLXXVI,4376,4376,MMMMCCCLXXVI
DCCCXCIII,DCCCXCIII,893,893,DCCCXCIII
DXXXI,DXXXI,531,531,DXXXI
MXXXIIII,MXXXIV,1034,1034,MXXXIV
CCXII,CCXII,212,212,CCXII
MMMDCCLXXXIIII,MMMDCCLXXXIV,3784,3784,MMMDCCLXXXIV
MMMCXX,MMMCXX,3120,3120,MMMCXX
MMMCMXXVII,MMMCMXXVII,3927,3927,MMMCMXXVII
DCCCXXXX,DCCCXL,840,840,DCCCXL
MMCDXXXVIIII,MMCDXXXIX,2439,2439,MMCDXXXIX
MMMMDCCXVIII,MMMMDCCXVIII,4718,4718,MMMMDCCXVIII
LV,LV,55,55,LV
MMMDCCCCVI,MMMCMVI,3906,3906,MMMCMVI
MCCCII,MCCCII,1302,1302,MCCCII
MMCMLXVIIII,MMCMLXIX,2969,2969,MMCMLXIX
MDCCXI,MDCCXI,1711,1711,MDCCXI
MMMMDLXVII,MMMMDLXVII,4567,4567,MMMMDLXVII
MMCCCCLXI,MMCDLXI,2461,2461,MMCDLXI
MMDCCV,MMDCCV,2705,2705,MMDCCV
MMMCCCXXXIIII,MMMCCCXXXIV,3334,3334,MMMCCCXXXIV
MMMMDI,MMMMDI,4501,4501,MMMMDI
MMMDCCCXCV,MMMDCCCXCV,3895,3895,MMMDCCCXCV
MMDCCLXXXXI,MMDCCXCI,2791,2791,MMDCCXCI
MMMDXXVI,MMMDXXVI,3526,3526,MMMDXXVI
MMMDCCCLVI,MMMDCCCLVI,3856,3856,MMMDCCCLVI
MMDCXXX,MMDCXXX,2630,2630,MMDCXXX
MCCCVII,MCCCVII,1307,1307,MCCCVII
MMMMCCCLXII,MMMMCCCLXII,4362,4362,MMMMCCCLXII
MMMMXXV,MMMMXXV,4025,4025,MMMMXXV
MMCMXXV,MMCMXXV,2925,2925,MMCMXXV
MMLVI,MMLVI,2056,2056,MMLVI
MMDXXX,MMDXXX,2530,2530,MMDXXX
MMMMCVII,MMMMCVII,4107,4107,MMMMCVII
